工廠名稱,工廠登記編號,工廠設立許可案號,工廠地址,工廠市鎮鄉村里,工廠負責人姓名,統一編號,工廠組織型態,工廠設立核准日期,工廠登記核准日期,工廠登記狀態,產業類別,主要產品,WebURL,ProductName,Material,Longitude,Latitude
泳毅科技有限公司林園廠,64006533,,高雄市林園區中門里中門路339巷50弄40號,高雄市林園區中門里,于瑞庭,89749351,有限公司,,1010518,生產中,33其他製造業,332醫療器材及用品,,透析用水之淨化系統,,120.365105,22.5077572
弘源企業社,99712260,,高雄市燕巢區安招里安招路４３９巷６號,高雄市燕巢區安招里,丁美儀,07893146,合夥,,0970827,生產中,29機械設備製造業,293通用機械設備,,１．油煙靜化機２．輸送機械３．工業爐,,120.333733,22.7881
美環能股份有限公司,94B00309,,高雄市路竹區北嶺里路科三路6-2號,高雄市路竹區北嶺里,楊美環,24304144,股份有限公司,,1030710,生產中,26電子零組件製造業,264光電材料及元件,http://www.mhgopower.com,光電材料及元件、其他太陽能電池,,120.261131,22.8316841
臨康企業股份有限公司高雄廠,64008323,,高雄市大寮區立德路111巷8號1樓,高雄市大寮區,鄭振隆,70429603,股份有限公司,,1080215,生產中,28電力設備及配備製造業,289其他電力設備及配備,,其他電力設備及配備,電晶體、ＩＣ,120.3837,22.62894
大主企業有限公司,64008703,,高雄市前鎮區鎮北里擴建路1-35號3樓,高雄市前鎮區鎮北里,蘇家立,13049998,有限公司,,1090518,生產中,19其他化學製品製造業,194化粧品,,,,,
錡保企業有限公司,64007235,,高雄市小港區山明里東林路4之2號,高雄市小港區山明里,范青竹,25177118,有限公司,,1040304,生產中,29機械設備製造業,291金屬加工用機械設備,,軸套．法蘭．軸心．白鐵頭螺絲組,,120.376968,22.5452156
有程有限公司岡山廠,64007238,,高雄市岡山區竹圍里嘉新東路1巷7號,高雄市岡山區竹圍里,曾明展,27270723,有限公司,,1040316,生產中,25金屬製品製造業,259其他金屬製品,,螺絲加工,,120.310509,22.810215
光顯企業股份有限公司,S6400931,,高雄市林園區潭頭里工業二路320巷115號,高雄市林園區潭頭里,沈榮彬,22146649,股份有限公司,,1091113,生產中,28電力設備及配備製造業,281發電、輸電及配電機械,,,,,
浚展科技股份有限公司,64008112,,高雄市岡山區本洲里本洲路195-1號,高雄市岡山區本洲里,羅麗美,27437505,股份有限公司,,1070712,生產中,29機械設備製造業,293通用機械設備,http://www.cctech.com.tw,檢測設備,,120.267639,22.8065414
得意中華食品有限公司二廠,64006563,,高雄市岡山區本洲里本工西路29號,高雄市岡山區本洲里,陳秀卿,79999724,有限公司,,1010529,生產中,08食品製造業,089其他食品,,其他食品，鐵蛋，豆乾，滷味,,120.266937,22.8173161
延茂企業股份有限公司,64004149,756439152,高雄市小港區鳳森里大業南路２９號,高雄市小港區鳳森里,賴傳榮,81340985,股份有限公司,0751226,0760422,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業、25金屬製品製造業,259其他金屬製品、312機車及其零件、303汽車零件,,套筒、接頭,,120.365456,22.52788
永長昇企業有限公司,64006881,,高雄市湖內區田尾里中山路一段805號,高雄市湖內區田尾里,王育民,24222523,有限公司,,1020913,生產中,29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,292其他專用機械設備、303汽車零件、312機車及其零件,,鐵零件,,120.23658,22.89737
梵達海洋股份有限公司高雄廠,64008072,,高雄市大寮區和發路18號,高雄市大寮區,陳英芝,89741082,股份有限公司,,1070508,生產中,31其他運輸工具及其零件製造業,311船舶及浮動設施、312機車及其零件、313自行車及其零件,,遊艇用救生吊桿．電動門．艙門．欄杆．繫繩柱,,120.4291,22.5939865
千鐿企業股份有限公司,99663820,08210012009214,高雄市仁武區竹後里竹門巷２１之３號,高雄市仁武區竹後里,陳洪素玲,76338138,股份有限公司,0820121,0820831,生產中,32家具製造業、29機械設備製造業、25金屬製品製造業,322金屬家具、259其他金屬製品、293通用機械設備、292其他專用機械設備,,不銹鋼板、鋁片,,120.340317,22.7069283
台灣中油股份有限公司天然氣事業部永安液化天然氣廠,99661574,08110000075967,高雄市永安區新港里新興路１之２０號,高雄市永安區新港里,李熙文,03707901,股份有限公司,0811023,0811230,生產中,17石油及煤製品製造業,170石油及煤製品,,天然氣氣體,,120.210693,22.8167362
英塑企業有限公司,99665089,07610012108379,高雄市仁武區竹後里鳳仁路２９９之４號,高雄市仁武區竹後里,黃建昌,22263408,有限公司,0791231,0791231,生產中,22塑膠製品製造業,220塑膠製品,,塑膠製品,,120.340385,22.7082787
泰得興實業股份有限公司,99664500,07510012124635,高雄市大寮區江山里鳳屏二路３７號,高雄市大寮區江山里,許佳銘,16931260,股份有限公司,0791231,0791231,生產中,24基本金屬製造業、25金屬製品製造業、30汽車及其零件製造業,254金屬加工處理、302車體,,熱軋鋼板、冷軋鋼板、鍍鋅鋼板、鍍鎂鋁鋅鋼板,,120.404594,22.6403084
瓛麟實業股份有限公司,99661765,07610012096190,高雄市大寮區大寮里利民街３號,高雄市大寮區大寮里,廖宜蘭,22261210,股份有限公司,0791231,0791231,生產中,33其他製造業,331育樂用品,,高爾夫球運動器材加工製造（球頭，球具組）,,120.434204,22.5852833
高雄市梓官區漁會加工廠,64008695,,高雄市梓官區信蚵里漁港二路32號1樓,高雄市梓官區信蚵里,蕭清山,88505504,漁會,,1090507,生產中,08食品製造業,082水產加工,,,,,
達餘工業股份有限公司,64003387,,高雄市小港區港口里同利路１９號,高雄市小港區港口里,黃文彬,79850568,有限公司,,0700702,生產中,23非金屬礦物製品製造業,232耐火、黏土建材及其他陶瓷製品,,耐火材料品,,120.329308,22.5679531
路健實業股份有限公司,99661290,,高雄市大寮區大寮里大有四街１號,高雄市大寮區大寮里,王紫焙,22482430,股份有限公司,,0900605,生產中,23非金屬礦物製品製造業,239其他非金屬礦物製品,,乳化瀝青,,120.42794,22.5842648
峻欣企業股份有限公司,99721612,,高雄市岡山區為隨里為隨東路６６巷９號,高雄市岡山區為隨里,郭建一,79967217,股份有限公司,,0990304,生產中,28電力設備及配備製造業、29機械設備製造業,281發電、輸電及配電機械、283電線及配線器材、293通用機械設備,,其他機械設備製造,,120.290466,22.81993
大吉汽車企業股份有限公司仁武廠,64007786,,高雄市仁武區後安里興昌巷4號,高雄市仁武區後安里,徐金治,22253106,股份有限公司,,1060324,生產中,30汽車及其零件製造業,302車體,,汽車車體打造,,120.340858,22.7118149
肯一鋼鐵企業有限公司,S6400323,,高雄市橋頭區頂鹽里典昌路５９號,高雄市橋頭區頂鹽里,劉方展香,86452988,有限公司,,1090814,生產中,25金屬製品製造業,254金屬加工處理,,,,,
葉永昌食品有限公司大寮廠,64006912,,高雄市大寮區後庄里鳳屏一路711號,高雄市大寮區後庄里,葉建林,29016017,有限公司,,1021106,生產中,08食品製造業,089其他食品,,粉條，粉圓,,120.400764,22.6395264
亞東預拌混凝土股份有限公司高雄廠,99663673,07510012094333,高雄市大寮區永芳里萬丹路372號,高雄市大寮區永芳里,蔡世民,73641592,股份有限公司,0791231,0791231,生產中,23非金屬礦物製品製造業,233水泥及其製品,http://yatung.com.tw,預拌混凝土,,120.399017,22.6130142
聯陞鋼鐵企業有限公司,S6400581,,高雄市大寮區後庄里民成街182-1號,高雄市大寮區後庄里,顏家豪,27418303,有限公司,,1090914,生產中,25金屬製品製造業,254金屬加工處理,,,,,
