工廠名稱,工廠登記編號,工廠設立許可案號,工廠地址,工廠市鎮鄉村里,工廠負責人姓名,統一編號,工廠組織型態,工廠設立核准日期,工廠登記核准日期,工廠登記狀態,產業類別,主要產品,WebURL,ProductName,Material,Longitude,Latitude
信實開發股份有限公司,S1000083,,嘉義縣溪口鄉柳溝村南靖厝80號,嘉義縣溪口鄉柳溝村,張加一,84507586,股份有限公司,,1090601,生產中,25金屬製品製造業,259其他金屬製品,,,,,
吉承冷凍科技工業有限公司,S1000011,,嘉義縣水上鄉大堀村大堀尾50-7號,嘉義縣水上鄉大堀村,謝政宏,80091093,有限公司,,1090425,生產中,29機械設備製造業,293通用機械設備,,,,,
東群興業股份有限公司,10000151,,嘉義縣民雄鄉北斗村新生街5號,嘉義縣民雄鄉北斗村,張三桂,27782323,股份有限公司,,1031027,生產中,08食品製造業,087動物飼品,,動物飼料,,120.459419,23.526432
旭順興業股份有限公司,99655596,07510000078992,嘉義縣水上鄉寬士村崎子頭２４之２１號,嘉義縣水上鄉寬士村,歐榮順,66605825,股份有限公司,0750411,0750411,生產中,22塑膠製品製造業,220塑膠製品,,泡綿,,120.428017,23.44765
宏進建材有限公司嘉義廠,10000138,,嘉義縣太保市過溝里嘉太工業區中興路2號,嘉義縣太保市過溝里,黃文賢,27816822,有限公司,,1030304,生產中,23非金屬礦物製品製造業,233水泥及其製品,,預拌混凝土,爐石粉、三分石、六分石、燃煤飛灰、卜特蘭水泥、一般建築用砂、燃煤底灰、土石、石灰,120.362511,23.5082474
福興印鐵製罐股份有限公司,99655073,08610010830740,嘉義縣民雄鄉福樂村中山路20號,嘉義縣民雄鄉福樂村,黃三福,65800573,股份有限公司,0860412,0870629,生產中,25金屬製品製造業、22塑膠製品製造業,253金屬容器、220塑膠製品,,金屬罐、塑膠容器,,120.450783,23.5246849
宏昇綠能股份有限公司中埔廠,99654969,06410000148834,嘉義縣中埔鄉隆興村廍後8之1號,嘉義縣中埔鄉隆興村,林曉君,24368131,股份有限公司,0580101,0650220,生產中,22塑膠製品製造業,220塑膠製品,,塑膠管、塑膠角材,,120.538826,23.4409447
新厝冷凍製冰廠,99675842,,嘉義縣布袋鎮新厝里14鄰新厝仔383之60號,嘉義縣布袋鎮新厝里,李怡亭,14768600,獨資,,0930505,生產中,33其他製造業,339未分類其他製品,,工業用、漁業用冰塊、其他工業製品,,120.173218,23.391077
壯興工業股份有限公司,99675560,07510000062965,嘉義縣水上鄉柳鄉村柳子林189之2號,嘉義縣水上鄉柳鄉村,黃桂花,22106169,股份有限公司,0750124,0750124,生產中,25金屬製品製造業,251金屬刀具、手工具及模具、259其他金屬製品,,搖板、剎車桿、仰度固定圓鐵、剎車齒座,,120.417862,23.4415188
群鈺科技有限公司,99675848,,嘉義縣溪口鄉疊溪村１３鄰三疊溪７６號,嘉義縣溪口鄉疊溪村,張永聖,27298588,有限公司,,0930616,生產中,28電力設備及配備製造業、29機械設備製造業,285家用電器、293通用機械設備,,家用電器、通風設備,,120.428719,23.58695
世川行企業有限公司,10000386,,嘉義縣中埔鄉和興村平實街85號,嘉義縣中埔鄉和興村,劉守仁,84365854,有限公司,,1081007,生產中,33其他製造業、33其他製造業,332醫療器材及用品,,其他塑膠及裝設品,,120.45507,23.44766
穎興化學工業有限公司,99655679,05810000001051,嘉義縣太保市南新里中山路一段３１３號,嘉義縣太保市南新里,涂南昌,66329814,有限公司,0580101,0581118,生產中,18化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,181化學原材料,,氯化鈣,,120.377892,23.4981937
頂捷室內裝修興業股份有限公司,99655107,08010000329942,嘉義縣民雄鄉北斗村成功一街５６號,嘉義縣民雄鄉北斗村,黃敏靜,86334414,股份有限公司,0801220,0830422,生產中,32家具製造業,321非金屬家具、322金屬家具,,木器傢俱，金屬傢俱,,120.459961,23.5236015
安燦木業股份有限公司,99654930,05810000001858,嘉義縣民雄鄉山中村牛斗山５８號,嘉義縣民雄鄉山中村,李陳素蘭,65186562,股份有限公司,0580101,0720613,生產中,14木竹製品製造業,140木竹製品,,塑膠合板,,120.407265,23.5196285
程暘科技有限公司,10000302,,嘉義縣大林鎮過溪里9鄰大埔美園區五路北段6號,嘉義縣大林鎮過溪里,周淑美,80414262,有限公司,,1070327,生產中,29機械設備製造業,293通用機械設備,,金屬機械零件．機械設備,,120.521179,23.5977879
明興開發企業有限公司,S1000060,,嘉義縣民雄鄉文隆村鴨母坔47-19號,嘉義縣民雄鄉文隆村,何皓鈞,24855168,有限公司,,1090520,生產中,29機械設備製造業,293通用機械設備,,,,,
蚨茂動力有限公司,10000126,,嘉義縣民雄鄉興南村工業五路1-1號,嘉義縣民雄鄉興南村,陳俊欽,13079633,有限公司,,1020930,生產中,29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業、33其他製造業,292其他專用機械設備、303汽車零件、312機車及其零件、319未分類其他運輸工具及其零件、339未分類其他製品,,沙灘車,,120.432991,23.51952
北維塑膠工廠,99655862,06810000143303,嘉義縣溪口鄉本厝村厝子３４之２號,嘉義縣溪口鄉本厝村,賴保全,66530563,獨資,0580101,0690913,生產中,22塑膠製品製造業,220塑膠製品,,塑膠管,,120.401909,23.5673046
大裕國際事業股份有限公司,99655946,05810000003940,嘉義縣六腳鄉蘇厝村蘇厝寮152號,嘉義縣六腳鄉蘇厝村,蔡爾杰,63610803,股份有限公司,0580101,0580101,生產中,08食品製造業,081肉類加工、082水產加工,,醃製肉品，肉干,,120.298424,23.5562439
世創實業股份有限公司,10000022,,嘉義縣東石鄉鰲鼓村9鄰鰲鼓1號,嘉義縣東石鄉鰲鼓村,蔡昇泓,28631963,股份有限公司,,1000426,生產中,33其他製造業、33其他製造業、17石油及煤製品製造業,339未分類其他製品、170石油及煤製品,,廢潤滑油、廢機油,,120.175125,23.4931355
偉成環保科技有限公司,10000071,,嘉義縣太保市過溝里嘉太工業區光復路6-1號,嘉義縣太保市過溝里,李素芳,24242226,有限公司,,1010424,生產中,18化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,184塑膠及合成橡膠原料,,塑膠粒,,120.363441,23.5061073
榮發肥皂油脂工廠股份有限公司,10000438,,嘉義縣民雄鄉興南村工業二路10號,嘉義縣民雄鄉興南村,林義賢,66419934,股份有限公司,,1090714,生產中,22塑膠製品製造業,220塑膠製品,,,,,
鐿明實業有限公司,99655278,08310010008105,嘉義縣水上鄉水上村名人街１號,嘉義縣水上鄉水上村,謝來明,89702476,有限公司,0840104,0840217,生產中,29機械設備製造業、25金屬製品製造業,293通用機械設備,,五金零件加工,,120.398155,23.4212837
福穩實業股份有限公司嘉義廠,99655717,08410010005381,嘉義縣新港鄉月潭村月眉潭230-20附1號,嘉義縣新港鄉月潭村,葉家銘,22629363,股份有限公司,0840710,0840810,生產中,22塑膠製品製造業,220塑膠製品,,塑膠纖維編織布,,120.354622,23.52127
第讚企業有限公司中山一廠,10000119,,嘉義縣民雄鄉福樂村中山路13之1號,嘉義縣民雄鄉福樂村,邱三元,22961776,有限公司,,1020822,生產中,29機械設備製造業,292其他專用機械設備,http://www.pal-plas.com,邊封機、背心袋機、封切機、點斷機,,120.448845,23.5242672
金品不銹鋼建材行,99656198,08610010000215,嘉義縣民雄鄉福興村牛稠溪２９號,嘉義縣民雄鄉福興村,廖銘語,87986933,獨資,0860111,0860118,生產中,25金屬製品製造業,259其他金屬製品,,金屬建材,,120.423958,23.51001
久大紙器,S1000058,,嘉義縣民雄鄉興中村坔墘8號之2,嘉義縣民雄鄉興中村,鄭秀美,06328973,獨資,,1090520,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器,,,,,
隆興工業社,99655769,06910000092664,嘉義縣水上鄉寬士村崎子頭28之88號,嘉義縣水上鄉寬士村,陳淑媛,66486187,獨資,0580101,0690719,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備、292其他專用機械設備、251金屬刀具、手工具及模具,,家俱鋼管,,120.429146,23.44341
億峰企業社,99675576,08010010002637,嘉義縣水上鄉水上村三多街６號,嘉義縣水上鄉水上村,李阿燕,06329467,合夥,0801228,0810111,生產中,25金屬製品製造業,259其他金屬製品,,黑鐵心,,120.399323,23.4209557
台灣佳能股份有限公司嘉義一廠,10000079,,嘉義縣大林鎮大美里園區一路46號、48號、48號2樓,嘉義縣大林鎮大美里,"眞田 敬太",55336845,股份有限公司,,1010627,生產中,22塑膠製品製造業、25金屬製品製造業、26電子零組件製造業、27電腦、電子產品及光學製品製造業,220塑膠製品、251金屬刀具、手工具及模具、269其他電子零組件、277光學儀器及設備,http://twc.canon,數位相機、照相機鏡頭、相關零組件,,120.505936,23.5814228
鑫立重工股份有限公司,99655999,07710000171897,嘉義縣朴子市竹村里朴子工業區一街５號,嘉義縣朴子市竹村里,呂榮宗,22673846,股份有限公司,0770201,0770421,生產中,24基本金屬製造業,241鋼鐵,,鑄件,,120.248077,23.437
冠圓科技股份有限公司,99676026,,嘉義縣民雄鄉興南村３鄰工業三路１８號,嘉義縣民雄鄉興南村,戴明倫,28881568,股份有限公司,,0970307,生產中,33其他製造業、29機械設備製造業、32家具製造業,331育樂用品、293通用機械設備、322金屬家具,,室內運動健身器,,120.431076,23.524025
惠答工業有限公司民雄廠,99675948,,嘉義縣民雄鄉北斗村中興一街１２號,嘉義縣民雄鄉北斗村,劉清狄,34618545,有限公司,,0950427,生產中,21橡膠製品製造業、22塑膠製品製造業、25金屬製品製造業,210橡膠製品、220塑膠製品、251金屬刀具、手工具及模具,,汽車零件、金屬零件,,120.461082,23.5197277
優良食品工業有限公司,99655503,08610010830724,嘉義縣民雄鄉北斗村成功二街５８號,嘉義縣民雄鄉北斗村,黃祥原,96879012,有限公司,0860411,0860502,生產中,08食品製造業、09飲料製造業,089其他食品、092非酒精飲料,,膠原蛋白，羊乳片，維他命Ｃ片，維他命Ｂ群,,120.459846,23.5246544
裕元碾米工廠春珠場,10000100,,嘉義縣太保市梅埔里64-1號,嘉義縣太保市梅埔里,賴俊銘,67279236,獨資,,1020503,生產中,08食品製造業,086碾榖、磨粉及澱粉製品,,白米,,120.342712,23.4404
大盛雷射鋼管有限公司,10000449,,嘉義縣水上鄉下寮村鴿溪寮20之120號,嘉義縣水上鄉下寮村,張啟祥,83147894,有限公司,,1090914,生產中,25金屬製品製造業、25金屬製品製造業,254金屬加工處理、251金屬刀具、手工具及模具,,,,,
協力成油行,99655145,07510000284401,嘉義縣水上鄉粗溪村粗溪６５號,嘉義縣水上鄉粗溪村,黃家成,65276607,獨資,0751202,0751202,生產中,08食品製造業,084動植物油脂,,花生油，黑麻油，苦茶油,,120.399139,23.4335613
祐聖企業股份有限公司,99676050,,嘉義縣太保市過溝里嘉太工業區中興路２之２號,嘉義縣太保市過溝里,黃振亮,28097808,股份有限公司,,0970903,生產中,22塑膠製品製造業、25金屬製品製造業,220塑膠製品、253金屬容器、254金屬加工處理,,鐵桶、塑膠桶,,120.361481,23.5081768
信興木竹簾工藝社,99655258,07710010001096,嘉義縣朴子市大鄉里大槺榔２１２之２號,嘉義縣朴子市大鄉里,陳振國,66361927,獨資,0770606,0770623,生產中,14木竹製品製造業,140木竹製品,,木窗簾，竹窗簾,,120.261696,23.4593925
漢隆工業股份有限公司,99655036,07110000126728,嘉義縣水上鄉水上村中華路199巷23號,嘉義縣水上鄉水上村,林文村,66551601,股份有限公司,0710811,0721008,生產中,22塑膠製品製造業,220塑膠製品,,塑膠旅行箱，塑膠旅行袋，塑膠手,,120.401733,23.4260311
鑫溶實業股份有限公司,99655691,08010010322515,嘉義縣民雄鄉北斗村中正路２８號,嘉義縣民雄鄉北斗村,王秀溶,70615120,股份有限公司,0801028,0820325,生產中,08食品製造業,082水產加工,http://ashinrong.com.tw,其他冷凍水產食品,,120.456985,23.5200672
隆華螺絲工廠股份有限公司三廠,99676076,,嘉義縣朴子市竹村里11鄰朴子工業區一街10號、12號,嘉義縣朴子市竹村里,林燕宗,86553677,股份有限公司,,0980519,生產中,25金屬製品製造業,259其他金屬製品,,螺絲,,120.24942,23.4370041
竹聯實業股份有限公司,99655298,06410000041205,嘉義縣民雄鄉西安村菜園路４－１號,嘉義縣民雄鄉西安村,許嘉峯,84351417,股份有限公司,0580101,0640515,生產中,08食品製造業,089其他食品,,醬油,,120.426079,23.5563354
欣業企業股份有限公司三廠,99655190,07610000320751,嘉義縣竹崎鄉灣橋村朴子埔１８３號,嘉義縣竹崎鄉灣橋村,劉通霖,66274331,股份有限公司,0761127,0761127,生產中,32家具製造業、32家具製造業,322金屬家具,,鋼管傢俱（涼椅）半成品,,120.51313,23.4899979
英田實業股份有限公司,99675630,06210000008632,嘉義縣新港鄉菜公村菜公厝25號,嘉義縣新港鄉菜公村,蘇李淑貞,66273213,股份有限公司,0580101,0620310,生產中,14木竹製品製造業、22塑膠製品製造業,140木竹製品、220塑膠製品,,塑膠切菜板,,120.349152,23.5426044
政祺工業有限公司,99655332,07310000031455,嘉義縣民雄鄉福樂村建國路三段２之１號,嘉義縣民雄鄉福樂村,江曉喻,84877145,有限公司,0730319,0730507,生產中,29機械設備製造業、28電力設備及配備製造業,293通用機械設備、281發電、輸電及配電機械,,高低壓配電盤組裝、製造、修配,,120.440369,23.520668
鋐達自動噴霧有限公司竹崎廠,99675547,08410010005383,嘉義縣竹崎鄉灣橋村下厝坑31之5號,嘉義縣竹崎鄉灣橋村,林桂霞,86802660,有限公司,0840710,0840811,生產中,29機械設備製造業,292其他專用機械設備,,自動噴霧器,,120.518913,23.4879551
富貴生物科技股份有限公司,99676025,,嘉義縣民雄鄉興南村工業三路６之４號,嘉義縣民雄鄉興南村,陳芳武,28162259,股份有限公司,,0970222,生產中,08食品製造業,089其他食品,,酵素,,120.435242,23.5219154
東之味食品有限公司,10000111,,嘉義縣布袋鎮光復里22鄰光復路一段17巷12號,嘉義縣布袋鎮光復里,李家豪,24444617,有限公司,,1020624,生產中,08食品製造業、08食品製造業,089其他食品,,山葵粉,,120.168015,23.3761826
嘉俊鋼線有限公司灣內廠,10000146,,嘉義縣六腳鄉灣北村灣內198號,嘉義縣六腳鄉灣北村,蕭嘉美,23847866,有限公司,,1030801,生產中,25金屬製品製造業,259其他金屬製品,,其他金屬製品,,120.306831,23.5046444
億德玻璃股份有限公司,99655976,08510010408025,嘉義縣太保市過溝里嘉太工業區光復路２８－１號,嘉義縣太保市過溝里,蘇興宗,84363820,股份有限公司,0850824,0860508,生產中,23非金屬礦物製品製造業,231玻璃及其製品,,玻璃、加工（光邊、切割）,,120.357269,23.5060139
嘉鉞不銹鋼有限公司,99675835,,嘉義縣民雄鄉北斗村中正路50號,嘉義縣民雄鄉北斗村,吳振炎,12637272,有限公司,,0930420,生產中,25金屬製品製造業,252金屬結構及建築組件、253金屬容器,,天車、掛具、束套夾板、固定板,,120.452934,23.51907
南亞塑膠工業股份有限公司新港廠,99654717,07610000121933,嘉義縣新港鄉中洋村中洋工業區２號,嘉義縣新港鄉中洋村,江澤修,75370905,股份有限公司,0760410,0780918,生產中,18化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業、22塑膠製品製造業、23非金屬礦物製品製造業、25金屬製品製造業、26電子零組件製造業、28電力設備及配備製造業、29機械設備製造業,112織布、184塑膠及合成橡膠原料、220塑膠製品、231玻璃及其製品、251金屬刀具、手工具及模具、263印刷電路板、269其他電子零組件、281發電、輸電及配電機械、283電線及配線器材、289其他電力設備及配備、293通用機械設備,http://www.fpg.com.tw,硬布、工程塑膠,,120.372108,23.5133629
富迪塑膠有限公司水上二廠,99676107,,嘉義縣水上鄉水頭村中正路６９號,嘉義縣水上鄉水頭村,蔡堯禎,22486920,有限公司,,0990719,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製,http://www.fudi.com.tw,塑膠印刷、ＰＶＣ膜、ＰＥＴ膜、ＯＰＰ膜,塑膠、ＰＶＣ膜、ＰＥＴ膜、ＯＰＰ膜,120.401695,23.4278545
台灣道優股份有限公司,10000353,,嘉義縣民雄鄉興南村3鄰工業五路1-2號,嘉義縣民雄鄉興南村,蕭瑞源,56622536,股份有限公司,,1071221,生產中,19其他化學製品製造業,192塗料、染料及顏料,,路線塗料,,120.432838,23.5178089
總進木竹開發有限公司,99655897,08710010001191,嘉義縣朴子市永和里菜埔１１４－２８號,嘉義縣朴子市永和里,陳櫻菁,16366118,有限公司,0870227,0870309,生產中,14木竹製品製造業,140木竹製品,,木竹簾,,120.231392,23.4630966
鎮城工業有限公司,S1000056,,嘉義縣民雄鄉平和村双援1之4號,嘉義縣民雄鄉平和村,莊鎮城,16929187,有限公司,,1090520,生產中,30汽車及其零件製造業,302車體,,,,,
尚融實業有限公司,S1000115,,嘉義縣東石鄉洲仔村5鄰洲子123號附1,嘉義縣東石鄉洲仔村,莊喜皓,89724128,有限公司,,1090622,生產中,32家具製造業,322金屬家具,,,,,
東欣毅商行,99654885,08810010990031,嘉義縣東石鄉港墘村1鄰港墘94號,嘉義縣東石鄉港墘村,陳寶先,20192408,獨資,0880824,0880902,生產中,22塑膠製品製造業,220塑膠製品,,塑膠廢料加工粉碎,,120.2124,23.4616737
玉美香食品有限公司,99655171,08110010076741,嘉義縣梅山鄉梅北村工業一路２１號,嘉義縣梅山鄉梅北村,鍾松廷,84635914,有限公司,0811123,0821106,生產中,08食品製造業,083蔬果加工,,筍片，筍絲，脆筍,,120.538292,23.5911427
維德機械股份有限公司,99676064,,嘉義縣大林鎮明華里湖底１３８號,嘉義縣大林鎮明華里,余綢,24274508,股份有限公司,,0971224,生產中,29機械設備製造業,293通用機械設備,http://www.weidersealers.com,連續式封口機、包裝機械,,120.43821,23.5952969
慶祥齒輪股份有限公司大埔美廠,10000289,,嘉義縣大林鎮過溪里9鄰大埔美園區五路北段3號,嘉義縣大林鎮過溪里,顏英雄,22310084,股份有限公司,,1061212,生產中,29機械設備製造業,293通用機械設備,,齒輪,,120.522255,23.59769
世生實業有限公司二廠,S1000037,,嘉義縣東石鄉蔦松村湖底1-2號,嘉義縣東石鄉蔦松村,林政勳,84350233,有限公司,,1090508,生產中,14木竹製品製造業,140木竹製品,,,,,
明熀塑膠企業有限公司,10000313,,嘉義縣水上鄉水頭村中興路8巷94弄73號,嘉義縣水上鄉水頭村,黃鳳珠,84397997,有限公司,,1070514,生產中,22塑膠製品製造業,220塑膠製品,,辦公椅,,120.409546,23.43223
晉安製藥股份有限公司,99655669,06110000040803,嘉義縣民雄鄉福樂村建國路三段260巷9號,嘉義縣民雄鄉福樂村,吳友信,65607901,股份有限公司,0580101,0640510,生產中,20藥品及醫用化學製品製造業、08食品製造業、09飲料製造業,089其他食品、200藥品及醫用化學製品、092非酒精飲料,,濃縮中藥,,120.440163,23.5269318
谷全實業有限公司三廠,S1000142,,嘉義縣溪口鄉柳溝村6鄰柳子溝2之33號,嘉義縣溪口鄉柳溝村,吳敏宏,24362066,有限公司,,1090810,生產中,08食品製造業,086碾榖、磨粉及澱粉製品,,,,,
台灣食研食品股份有限公司,10000440,,嘉義縣鹿草鄉豐稠村馬稠後園區一路12號,嘉義縣鹿草鄉豐稠村,"京 賢太郎",28861367,股份有限公司,,1090717,生產中,08食品製造業,089其他食品,,,,,
富順企業社,10000442,,嘉義縣水上鄉三和村1號,嘉義縣水上鄉三和村,周晋毅,81955764,獨資,,1090727,生產中,25金屬製品製造業、25金屬製品製造業、29機械設備製造業,251金屬刀具、手工具及模具、259其他金屬製品、293通用機械設備,,,,,
道宗粉碎加工廠,99655415,06710000201629,嘉義縣六腳鄉溪厝村溪墘厝２５之５號,嘉義縣六腳鄉溪厝村,柳宏仁,66358943,獨資,0580101,0690416,生產中,08食品製造業,086碾榖、磨粉及澱粉製品,,玉米粉，黃豆粉,,120.2764,23.49485
野村生技有限公司水上廠,10000130,,嘉義縣水上鄉水頭村中正路33巷7號1樓,嘉義縣水上鄉水頭村,謝玉土,28351961,有限公司,,1021118,生產中,08食品製造業,083蔬果加工,,咖啡豆、咖啡粉,,120.403549,23.4276886
騰峰精密機械有限公司,10000154,,嘉義縣太保市舊埤里20鄰新埤7-36號,嘉義縣太保市舊埤里,張秋林,24363071,有限公司,,1031111,生產中,29機械設備製造業,292其他專用機械設備,http://www.tf818.com.tw/,其他專用機械設備,,120.333878,23.4920044
鎰鎂興業有限公司,10000410,,嘉義縣民雄鄉興南村工業一路9號,嘉義縣民雄鄉興南村,陳文琇,28506418,有限公司,,1090203,生產中,25金屬製品製造業,254金屬加工處理,,,,,
獨一社釀造股份有限公司,10000158,,嘉義縣水上鄉中庄村中庄61之109號,嘉義縣水上鄉中庄村,張光杰,84822775,有限公司,,1031212,生產中,08食品製造業、09飲料製造業,089其他食品、092非酒精飲料,,其他食品，非酒精飲料,,120.435783,23.4210186
丸新嘉義澱粉工廠,99656065,06010000088073,嘉義縣中埔鄉和興村中山路五段９０５號,嘉義縣中埔鄉和興村,楊茂坤,65044109,合夥,0580101,0610229,生產中,08食品製造業,086碾榖、磨粉及澱粉製品,,樹薯澱粉，甘薯澱粉，太白粉,樹薯、甘薯,120.46032,23.4526978
廣嘉紙業有限公司嘉義廠,99676018,,嘉義縣水上鄉南和村南靖106號,嘉義縣水上鄉南和村,李安栗,86811909,有限公司,,0961218,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器,,紙箱、紙盒,,120.374245,23.4199028
正隆股份有限公司大林廠,99654907,05910000080216,嘉義縣大林鎮三和里林子頭20號,嘉義縣大林鎮三和里,蕭吉河,33085508,股份有限公司,0580101,0661229,生產中,15紙漿、紙及紙製品製造業,152瓦楞紙板及紙容器,,瓦楞紙箱，瓦楞紙板，白裱面瓦楞,,120.489052,23.6024761
