工廠名稱,工廠登記編號,工廠設立許可案號,工廠地址,工廠市鎮鄉村里,工廠負責人姓名,統一編號,工廠組織型態,工廠設立核准日期,工廠登記核准日期,工廠登記狀態,產業類別,主要產品,WebURL,ProductName,Material,Longitude,Latitude
興源企業社,S0500104,,苗栗縣後龍鎮溪洲里一鄰石螺仔五六號,苗栗縣後龍鎮溪洲里,洪淑卿,02935060,獨資,,1090629,生產中,25金屬製品製造業,252金屬結構及建築組件,,,,,
群聯電子股份有限公司竹南二廠,05000113,,苗栗縣竹南鎮公義里群義路一之一號三、四樓,苗栗縣竹南鎮公義里,潘健成,12649951,股份有限公司,,1011123,生產中,26電子零組件製造業,269其他電子零組件,https://www.phison.com/en/,記憶卡、隨身碟、嵌入式記憶產品,,120.91066,24.7188835
永豐碾米工廠,99677085,06710005017724,苗栗縣苑裡鎮新復里一一五之一號,苗栗縣苑裡鎮新復里,張吉助,49797601,獨資,0670203,0670203,生產中,08食品製造業,086碾榖、磨粉及澱粉製品,,白米,,120.646156,24.4280758
台塑食品股份有限公司苗栗廠,99677637,,苗栗縣頭份市下興里下東興七九號,苗栗縣頭份市下興里,賴淑芬,16192530,股份有限公司,,0960904,生產中,08食品製造業,083蔬果加工、089其他食品,,其他冷凍蔬菜，羊肉豬肉雞肉爐品,,120.908653,24.6770134
金瑞治科技股份有限公司,99631511,,苗栗縣竹南鎮公義里一一鄰科義街三一號,苗栗縣竹南鎮公義里,李璧鍊,16300469,股份有限公司,,0900509,生產中,,,,,,,
東協化工股份有限公司,99631684,07310005254738,苗栗縣竹南鎮崎頂里一五鄰和興路三四六號,苗栗縣竹南鎮崎頂里,陳國明,02921087,股份有限公司,0731105,0731105,生產中,19其他化學製品製造業,192塗料、染料及顏料,,塗料,,120.879234,24.7110653
旭宏金屬股份有限公司,99677496,,苗栗縣造橋鄉造橋村一三鄰東興一０號,苗栗縣造橋鄉造橋村,廖秋娥,97023330,有限公司,,0941031,生產中,,,,金屬鍛造及粉末冶金業,,120.867355,24.6401043
仕宇科技有限公司,05000077,,苗栗縣頭份市蘆竹里蘆竹52之20號,苗栗縣頭份市蘆竹里,陳雪美,80237082,有限公司,,1010302,生產中,29機械設備製造業,292其他專用機械設備,,陶瓷製品,,120.885429,24.67279
凱德利斯特國際有限公司,05000563,,苗栗縣頭份市蘆竹里9鄰中華路487巷99號,苗栗縣頭份市蘆竹里,顏淑夏,50829834,有限公司,,1090330,生產中,29機械設備製造業,293通用機械設備,,,,,
中茂能資系統整合科技股份有限公司苗栗廠,05000602,,苗栗縣造橋鄉錦水村4鄰錦水93號1樓,苗栗縣造橋鄉錦水村,高承本,23533366,股份有限公司,,1091109,生產中,25金屬製品製造業,259其他金屬製品,,,,,
臣偉實業有限公司,99677088,08210005142186,苗栗縣銅鑼鄉朝陽村十四鄰朝西六一之五號,苗栗縣銅鑼鄉朝陽村,陳慶明,23564466,有限公司,0821222,0830207,生產中,22塑膠製品製造業、33其他製造業,220塑膠製品、331育樂用品,,塑膠製品,,120.783241,24.4898071
資耀實業社,99632696,07410005102588,苗栗縣竹南鎮大厝里二０鄰中正路三八五號,苗栗縣竹南鎮大厝里,黃丁進,50511409,獨資,0741119,0741119,生產中,32家具製造業,322金屬家具,,瓦斯爐,,120.869621,24.6832714
海燕工業股份有限公司,99632166,08310005602705,苗栗縣三義鄉西湖村一四鄰伯公坑四０之一八號,苗栗縣三義鄉西湖村,呂燕翼,55205076,股份有限公司,0831004,0850402,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業,303汽車零件、312機車及其零件,,活塞肖、曲軸肖,,120.749557,24.3784828
宗興製麵店,S0500038,,苗栗縣苑裡鎮山腳里一鄰山腳五之二號,苗栗縣苑裡鎮山腳里,鍾明原,49176602,獨資,,1090522,生產中,08食品製造業,089其他食品,,,,,
振翔股份有限公司,99631517,07310005025981,苗栗縣銅鑼鄉福興村平陽路七七號,苗栗縣銅鑼鄉福興村,傅鐘瑩,84211556,股份有限公司,0730403,0731114,生產中,23非金屬礦物製品製造業,239其他非金屬礦物製品,,砂石,,120.794731,24.4918
裕隆汽車製造股份有限公司三義工廠,99632132,06610005199779,苗栗縣三義鄉西湖村伯公坑三九之一號,苗栗縣三義鄉西湖村,嚴陳莉蓮,03489200,股份有限公司,0661206,0700515,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業,301汽車、302車體、303汽車零件、312機車及其零件,http://www.yulon-motor.com.tw/,轎車、汽車零件,,120.749557,24.3784828
元盛興捲門材料行,S0500005,,苗栗縣後龍鎮復興里一一鄰建興路一三七之三號,苗栗縣後龍鎮復興里,謝珮鳳,88813447,合夥,,1090507,生產中,25金屬製品製造業,252金屬結構及建築組件,,,,,
穩仲機械工程股份有限公司,99631711,08110005146260,苗栗縣三義鄉西湖村一０鄰八櫃六０號,苗栗縣三義鄉西湖村,連玉鈴,49777372,股份有限公司,0811231,0830124,生產中,29機械設備製造業、25金屬製品製造業,292其他專用機械設備、293通用機械設備、251金屬刀具、手工具及模具,http://www.twin-tech.com.tw/,自動化設備工程,,120.760765,24.3761864
華欣機械有限公司,99631770,08910005200095,苗栗縣竹南鎮中美里9鄰保安林31之20號,苗栗縣竹南鎮中美里,曾振豐,12775680,有限公司,0890801,0900301,生產中,29機械設備製造業、25金屬製品製造業,293通用機械設備、251金屬刀具、手工具及模具,,機械設備,,120.85659,24.6835384
正昇企業社,99631708,07410000025859,苗栗縣竹南鎮崎頂里一五鄰和誠街三五號,苗栗縣竹南鎮崎頂里,蔡榮寶,49712147,獨資,0740217,0760316,生產中,24基本金屬製造業,241鋼鐵,,印刷鉛字鑄製業,,120.877136,24.7135487
茗富金屬有限公司,05000123,,苗栗縣苑裡鎮玉田里四鄰玉田四七之一號,苗栗縣苑裡鎮玉田里,許崴翔,53988259,有限公司,,1020918,生產中,25金屬製品製造業,259其他金屬製品,,不銹鋼線、鋼線,,120.688759,24.3856144
富伯爾國際股份有限公司竹南廠,95A00953,,新竹科學園區苗栗縣竹南鎮頂埔里科研路50-5號2、3樓,苗栗縣竹南鎮頂埔里,虞建清,16154682,股份有限公司,,1010425,生產中,29機械設備製造業,292其他專用機械設備,,藍寶石長晶機,,120.920891,24.70747
聚鼎科技股份有限公司頭份廠,99677530,,苗栗縣頭份市蘆竹里四鄰工業路八一號,苗栗縣頭份市蘆竹里,朱復華,16433242,股份有限公司,,0950410,生產中,26電子零組件製造業,262被動電子元件,http://www.pttc.com.tw/,可變電阻器,,120.884926,24.67399
怡城企業有限公司二廠,05000568,,苗栗縣通霄鎮五南里中山路438號,苗栗縣通霄鎮五南里,邱美蘭,97064330,有限公司,,1090512,生產中,25金屬製品製造業、31其他運輸工具及其零件製造業,254金屬加工處理、312機車及其零件、313自行車及其零件,,,,,
伊羅瑪生物科技有限公司苗栗廠,05000233,,苗栗縣苗栗市北苗里三三鄰國華路四五０巷二二號一樓,苗栗縣苗栗市北苗里,劉惠娜,54727922,有限公司,,1040217,生產中,08食品製造業,087動物飼品,,動物飼料,養殖劑及植物蛋白,120.821953,24.5761547
羅德應用材料股份有限公司苗栗廠,05000232,,苗栗縣頭屋鄉象山村象山路四０號,苗栗縣頭屋鄉象山村,林瓊芬,23184326,股份有限公司,,1040205,生產中,23非金屬礦物製品製造業,233水泥及其製品,http://www.road-tek.com.tw,空心磚,水泥、細砂、小石頭,120.868309,24.58007
華泰碾米工廠,99632577,06910005090620,苗栗縣頭份市上埔里一八鄰興隆路四四一號,苗栗縣頭份市上埔里,胡振蘭,50192025,獨資,0690307,0690311,生產中,08食品製造業,086碾榖、磨粉及澱粉製品,,,,,
金明玻璃有限公司三廠,05000581,,苗栗縣銅鑼鄉中平村中隆一路168號,苗栗縣銅鑼鄉中平村,鍾榮華,49798828,有限公司,,1090727,生產中,23非金屬礦物製品製造業,231玻璃及其製品,,,,,
昕一工業股份有限公司,99677702,,苗栗縣竹南鎮公義里一一鄰仁義街一二號一、二、三樓,苗栗縣竹南鎮公義里,顏文清,70642864,股份有限公司,,0970826,生產中,25金屬製品製造業,254金屬加工處理、259其他金屬製品,https://shinyiih.business.site/?utm_source=gmb&utm,鋼材加工、金屬表面處理,,120.9099,24.7280331
恆誼化工股份有限公司,99631709,07210005058837,苗栗縣頭份市蘆竹里一六鄰中華路四四０、四四０之一號,苗栗縣頭份市蘆竹里,何基丞,03324806,股份有限公司,0720514,0720602,生產中,18化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,181化學原材料、183肥料及氮化合物,http://hengi.com.tw,硫酸、化學肥料、二甲基硫酸,,120.892052,24.6741867
台灣中油股份有限公司探採事業部採油工程處,99631854,06610005097531,苗栗縣公館鄉開礦村3鄰36號,苗栗縣公館鄉開礦村,張光宇,03707901,股份有限公司,0661001,0661129,生產中,17石油及煤製品製造業,170石油及煤製品,,石油煉製,,120.855927,24.4598083
久廣實業股份有限公司,S0500091,,苗栗縣通霄鎮平元里四鄰平元八之九號,苗栗縣通霄鎮平元里,徐眀坤,89301681,股份有限公司,,1090617,生產中,15紙漿、紙及紙製品製造業、22塑膠製品製造業,152瓦楞紙板及紙容器、159其他紙製品、220塑膠製品,,,,,
裕民螺絲工業股份有限公司三義廠,99632147,08010005040828,苗栗縣三義鄉西湖村伯公坑四０之一三號,苗栗縣三義鄉西湖村,林瑋宣,33981356,股份有限公司,0800407,0820709,生產中,25金屬製品製造業、25金屬製品製造業,259其他金屬製品,,汽車螺絲、特殊鋼螺絲,,120.749557,24.3784828
鴻茂環境科技股份有限公司,99677736,,苗栗縣銅鑼鄉銅鑼村民有路二三號,苗栗縣銅鑼鄉銅鑼村,黃清譽,28915011,股份有限公司,,0980112,生產中,17石油及煤製品製造業,170石油及煤製品,,輕裂燃料油,,120.79512,24.479414
馨盛汽車企業股份有限公司後龍廠,05000162,,苗栗縣後龍鎮南港里二鄰南勢山一八之二號,苗栗縣後龍鎮南港里,沈寶珠,12711595,股份有限公司,,1021001,生產中,30汽車及其零件製造業,302車體,,大客車車廂、車身,,120.733734,24.57381
中國製釉股份有限公司苗栗廠,99631630,08610005023809,苗栗縣通霄鎮通灣里7鄰65之18號,苗栗縣通霄鎮通灣里,蔡憲龍,47056834,股份有限公司,0860215,0871028,生產中,23非金屬礦物製品製造業,231玻璃及其製品,,玉晶石,,120.69191,24.51347
宏春企業社,S0500121,,苗栗縣竹南鎮中美里一０鄰保安林五六之一二號,苗栗縣竹南鎮中美里,邱坤鴻,50522285,獨資,,1090824,生產中,25金屬製品製造業,252金屬結構及建築組件,,,,,
原陽實業股份有限公司,99632759,07510005083545,苗栗縣通霄鎮坪頂里14鄰坪頂133之9號,苗栗縣通霄鎮坪頂里,黃文平,22203438,股份有限公司,0750912,0750912,生產中,24基本金屬製造業,241鋼鐵、242鋁、249其他基本金屬,,各種鋼索,,120.695671,24.45759
帆宣系統科技股份有限公司頭份廠,99677746,,苗栗縣頭份市蘆竹里一六鄰中華路四三０巷一五號,苗栗縣頭份市蘆竹里,高新明,23145632,股份有限公司,,0980225,生產中,29機械設備製造業,292其他專用機械設備,,超潔淨閥件組裝設備,,120.890244,24.6722889
台宙晶體科技股份有限公司,99632811,08010005139860,苗栗縣竹南鎮聖福里十二鄰建國路三三六之二號,苗栗縣竹南鎮聖福里,詹朝貴,70487217,股份有限公司,0801219,0810107,生產中,26電子零組件製造業,269其他電子零組件,http://www.tcti.com.tw,ＣＲＹＳＴＡＬ、石英晶體、ＬＥＤ　ＨＩＧＨ　ＰＯＷＥＲ,,120.86898,24.6910667
馬振源工業股份有限公司,99631873,08510005025814,苗栗縣頭份市田寮里十五鄰北田街二七號,苗栗縣頭份市田寮里,連陳寬,89816421,股份有限公司,0850306,0860625,生產中,24基本金屬製造業、25金屬製品製造業,241鋼鐵、254金屬加工處理,,其他金屬製品表面處理,,120.886856,24.6838913
台大資源處理有限公司竹南廠,05000331,,苗栗縣竹南鎮大厝里國泰路九七號一樓,苗栗縣竹南鎮大厝里,王吉煌,42687087,有限公司,,1051230,生產中,25金屬製品製造業,254金屬加工處理,,鑄件,,120.879135,24.6817036
